#,ML#,St,PT,Address,Zip Code ,Town,Sub Type,List Price,$,Deposit,Date Available,Beds Total,Heated SF /GBA,Sold Price,Agent Name,Office,Property_ID,Is_Duplicate,Heated SF,Year,Month,Day of Week,Season,Full Address,Price_Per_SF,Price_to_Deposit_Ratio,Price_Difference,Days_From_Month_Start,Price_Error,SF_Error,Beds_Error,Year_Month
1,1200634,L,RNT,659  N Salem  Rd ,72704,Fayetteville,Single Family,2195,,2195.0,2021-11-05,4,2031,2195.0,Joseph Terrien ,Blue Canopy Realty ,2178,False,2031.0,2021,11,4,4,"659  N Salem  Rd , Fayetteville, AR 72704",1.0807483998030527,1.0,0.0,5,False,False,False,2021-11
1,1185379,L,RNT,659  N Salem  Rd ,72704,Fayetteville,Single Family,2195,,,2021-05-24,4,2031,2195.0,Joseph Terrien ,Blue Canopy Realty ,2178,True,2031.0,2021,5,0,2,"659  N Salem  Rd , Fayetteville, AR 72704",1.0807483998030527,,0.0,24,False,False,False,2021-05
1,1184474,L,RNT,755  N Malbec  Rd ,72704,Fayetteville,Single Family,2195,,2195.0,2021-05-13,4,2031,2195.0,Joseph Terrien ,Blue Canopy Realty ,2253,False,2031.0,2021,5,3,2,"755  N Malbec  Rd , Fayetteville, AR 72704",1.0807483998030527,1.0,0.0,13,False,False,False,2021-05
1,1184473,L,RNT,3474  W Tuscan  Rd ,72704,Fayetteville,Single Family,2195,,2195.0,2021-05-13,4,2031,2195.0,Joseph Terrien ,Blue Canopy Realty ,1367,True,2031.0,2021,5,3,2,"3474  W Tuscan  Rd , Fayetteville, AR 72704",1.0807483998030527,1.0,0.0,13,False,False,False,2021-05
1,1184462,L,RNT,763  N Malbec  Rd ,72704,Fayetteville,Single Family,2195,,2195.0,2021-05-13,4,2031,2195.0,Joseph Terrien ,Blue Canopy Realty ,2262,False,2031.0,2021,5,3,2,"763  N Malbec  Rd , Fayetteville, AR 72704",1.0807483998030527,1.0,0.0,13,False,False,False,2021-05
1,1223425,L,RNT,1737  N Hunters Ridge ,72701,Fayetteville,Single Family,2350,,2350.0,2022-07-18,3,1946,2150.0,Karli Jones ,Collier & Associates ,506,False,1946.0,2022,7,0,3,"1737  N Hunters Ridge , Fayetteville, AR 72701",1.2076053442959918,1.0,-200.0,18,False,False,False,2022-07
1,1202661,L,RNT,2135 Meandering  Wy ,72701,Fayetteville,Single Family,2150,,2150.0,2021-11-15,5,3903,2150.0,Jana-Wrenay Elkins ,Lindsey & Associates Inc ,709,False,3903.0,2021,11,0,4,"2135 Meandering  Wy , Fayetteville, AR 72701",0.5508583141173456,1.0,0.0,15,False,False,False,2021-11
1,1197834,L,RNT,2654 Dewberry  Ct ,72701,Fayetteville,Single Family,2150,,2150.0,2021-11-01,4,1960,2150.0,Lindsey Clark ,Collier & Associates ,959,False,1960.0,2021,11,0,4,"2654 Dewberry  Ct , Fayetteville, AR 72701",1.096938775510204,1.0,0.0,1,False,False,False,2021-11
1,1181945,L,RNT,2654 Dewberry  Ct ,72701,Fayetteville,Single Family,2150,,2150.0,2021-06-01,4,1960,2150.0,Lindsey Clark ,Collier & Associates ,959,True,1960.0,2021,6,1,3,"2654 Dewberry  Ct , Fayetteville, AR 72701",1.096938775510204,1.0,0.0,1,False,False,False,2021-06
1,1179774,L,RNT,253  N Powderhorn  Dr ,72704,Fayetteville,Single Family,2150,,2150.0,2021-05-16,3,1981,2150.0,Margaret Schloss ,Collier & Associates ,885,True,1981.0,2021,5,6,2,"253  N Powderhorn  Dr , Fayetteville, AR 72704",1.0853104492680465,1.0,0.0,16,False,False,False,2021-05
1,1146669,L,RNT,1936 September Stroll  Ln ,72704,Fayetteville,Single Family,2150,,,2020-05-11,3,2083,2150.0,NWA Real Estate HUB ,Keller Williams Market Pro Realty ,619,False,2083.0,2020,5,0,2,"1936 September Stroll  Ln , Fayetteville, AR 72704",1.0321651464234278,,0.0,11,False,False,False,2020-05
1,1146243,L,RNT,2654 Dewberry  Ct ,72701,Fayetteville,Single Family,1850,,1850.0,2020-06-01,4,1936,2150.0,Lindsey Clark ,Collier & Associates ,958,True,1936.0,2020,6,0,3,"2654 Dewberry  Ct , Fayetteville, AR 72701",0.9555785123966942,1.0,300.0,1,False,False,False,2020-06
1,1166274,L,RNT,2135 Meandering  Wy ,72701,Fayetteville,Single Family,2135,,2135.0,2020-11-06,5,3903,2135.0,Jana-Wrenay Elkins ,Lindsey & Associates Inc ,709,True,3903.0,2020,11,4,4,"2135 Meandering  Wy , Fayetteville, AR 72701",0.5470151165769921,1.0,0.0,6,False,False,False,2020-11
1,1094090,L,RNT,2135 Meandering  Wy ,72701,Fayetteville,Single Family,2125,,2125.0,2018-10-08,5,3903,2125.0,Jana-Wrenay Elkins ,Lindsey & Associates ,709,True,3903.0,2018,10,0,4,"2135 Meandering  Wy , Fayetteville, AR 72701",0.544452984883423,1.0,0.0,8,False,False,False,2018-10
1,1227866,L,RNT,1638 Bayberry  Ave ,72701,Fayetteville,Single Family,2100,,2100.0,2022-09-15,4,1800,2100.0,Michael Subbert ,Prestige Management & Realty ,436,False,1800.0,2022,9,3,4,"1638 Bayberry  Ave , Fayetteville, AR 72701",1.1666666666666667,1.0,0.0,15,False,False,False,2022-09
1,1214454,L,RNT,3131  W Ika  Ln ,72704,Fayetteville,Single Family,2100,,2100.0,2022-06-01,3,1841,2100.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,1233,True,1841.0,2022,6,2,3,"3131  W Ika  Ln , Fayetteville, AR 72704",1.1406844106463878,1.0,0.0,1,False,False,False,2022-06
1,1210146,L,RNT,4506 Flagstick  Dr ,72704,Fayetteville,Single Family,2100,,2100.0,2022-03-01,5,2638,2100.0,Dale Kelsey ,Lindsey & Associates Inc ,1801,False,2638.0,2022,3,1,2,"4506 Flagstick  Dr , Fayetteville, AR 72704",0.796057619408643,1.0,0.0,1,False,False,False,2022-03
1,1210019,L,RNT,101 Campbell  Rd ,72701,Fayetteville,Single Family,2100,,,2022-03-01,4,2958,2100.0,Dale Kelsey ,Lindsey & Associates Inc ,9,False,2958.0,2022,3,1,2,"101 Campbell  Rd , Fayetteville, AR 72701",0.7099391480730223,,0.0,1,False,False,False,2022-03
1,1195731,L,RNT,1837 Pumpkin Ridge ,72701,Fayetteville,Single Family,2100,,2000.0,2021-11-01,4,2650,2100.0,John Mullins ,Lindsey & Associates Inc ,573,False,2650.0,2021,11,0,4,"1837 Pumpkin Ridge , Fayetteville, AR 72701",0.7924528301886793,1.05,0.0,1,False,False,False,2021-11
1,1194195,L,RNT,510 Fritz  Ct ,72701,Fayetteville,Single Family,2100,,,2021-09-01,3,2019,2100.0,Michael Lyman ,Dan Hein Homes Realty ,1987,False,2019.0,2021,9,2,4,"510 Fritz  Ct , Fayetteville, AR 72701",1.0401188707280833,,0.0,1,False,False,False,2021-09
1,1191814,L,RNT,1998  N Buckley ,72701,Fayetteville,Single Family,2100,,2100.0,2021-07-16,3,2348,2100.0,Arlene Urquizu and Associates ,Collier & Associates ,634,False,2348.0,2021,7,4,3,"1998  N Buckley , Fayetteville, AR 72701",0.8943781942078365,1.0,0.0,16,False,False,False,2021-07
1,1188751,L,RNT,537  N Keats  Dr ,72704,Fayetteville,Single Family,2100,,2075.0,2021-07-27,4,1974,2100.0,Jacob Harr ,Harrris McHaney REALTORS ,2023,True,1974.0,2021,7,1,3,"537  N Keats  Dr , Fayetteville, AR 72704",1.0638297872340425,1.0120481927710843,0.0,27,False,False,False,2021-07
1,1187222,L,RNT,2527 Frontier Elm  Dr ,72703,Fayetteville,Single Family,1900,,1900.0,2021-07-05,3,1750,2100.0,Brenda LaRoche ,Weichert REALTORS - The Griffin Company Fayettevil ,884,False,1750.0,2021,7,0,3,"2527 Frontier Elm  Dr , Fayetteville, AR 72703",1.0857142857142856,1.0,200.0,5,False,False,False,2021-07
1,1185873,L,RNT,2023 Freedom  Pl ,72704,Fayetteville,Single Family,2100,,2000.0,2021-06-15,4,2859,2100.0,John Mullins ,Lindsey & Associates Inc ,654,False,2859.0,2021,6,1,3,"2023 Freedom  Pl , Fayetteville, AR 72704",0.7345225603357818,1.05,0.0,15,False,False,False,2021-06
1,1184049,L,RNT,101 Campbell  Rd ,72701,Fayetteville,Single Family,2100,,,2021-06-01,4,2958,2100.0,Dale Kelsey ,Lindsey & Associates Inc ,9,True,2958.0,2021,6,1,3,"101 Campbell  Rd , Fayetteville, AR 72701",0.7099391480730223,,0.0,1,False,False,False,2021-06
1,1183912,L,RNT,632  N Sabine Pass  Rd ,72704,Fayetteville,Single Family,2100,,2100.0,2021-05-07,3,1950,2100.0,Mainstreet Group ,Keller Williams Market Pro Realty Branch Office ,2152,False,1950.0,2021,5,4,2,"632  N Sabine Pass  Rd , Fayetteville, AR 72704",1.0769230769230769,1.0,0.0,7,False,False,False,2021-05
1,1183864,L,RNT,608  N Sabine Pass  Rd ,72704,Fayetteville,Single Family,2100,,2100.0,2021-05-07,3,1950,2100.0,Mainstreet Group ,Keller Williams Market Pro Realty Branch Office ,2126,False,1950.0,2021,5,4,2,"608  N Sabine Pass  Rd , Fayetteville, AR 72704",1.0769230769230769,1.0,0.0,7,False,False,False,2021-05
1,1167102,L,RNT,1114  S Kingfisher  Ln ,72701,Fayetteville,Single Family,2100,,2100.0,2020-11-19,5,2355,2100.0,Michael Lyman ,Dan Hein Homes Realty ,65,False,2355.0,2020,11,3,4,"1114  S Kingfisher  Ln , Fayetteville, AR 72701",0.89171974522293,1.0,0.0,19,False,False,False,2020-11
1,1153312,L,RNT,1675 Arthurs  Ct ,72701,Fayetteville,Single Family,2100,,2100.0,2020-07-10,4,2380,2100.0,Desiree Branch ,Lindsey & Associates Inc ,461,False,2380.0,2020,7,4,3,"1675 Arthurs  Ct , Fayetteville, AR 72701",0.8823529411764706,1.0,0.0,10,False,False,False,2020-07
1,1149946,L,RNT,434  W Prospect  St ,72701,Fayetteville,Single Family,2200,,2200.0,2020-06-15,3,2115,2100.0,Blake Smith ,Lindsey & Associates Inc ,1669,False,2115.0,2020,6,0,3,"434  W Prospect  St , Fayetteville, AR 72701",1.0401891252955082,1.0,-100.0,15,False,False,False,2020-06
1,1146553,L,RNT,4209  W Marlowe  Ln ,72704,Fayetteville,Single Family,2100,,2100.0,2020-06-01,4,1974,2100.0,The Duley Group ,Keller Williams Market Pro Realty Branch Office ,1607,False,1974.0,2020,6,0,3,"4209  W Marlowe  Ln , Fayetteville, AR 72704",1.0638297872340425,1.0,0.0,1,False,False,False,2020-06
1,1146294,L,RNT,19 Martin Luther King  Blvd ,72704,Fayetteville,Single Family,2000,,2000.0,2020-05-15,3,1472,2100.0,Shonnie Gilbreath ,McNaughton Real Estate ,596,False,1472.0,2020,5,4,2,"19 Martin Luther King  Blvd , Fayetteville, AR 72704",1.358695652173913,1.0,100.0,15,False,False,False,2020-05
1,1135835,L,RNT,2595  W Lori  Dr ,72704,Fayetteville,Single Family,2450,,2450.0,2019-12-19,4,2981,2100.0,Jana-Wrenay Elkins ,Lindsey & Associates Inc ,910,True,2981.0,2019,12,3,1,"2595  W Lori  Dr , Fayetteville, AR 72704",0.8218718550821872,1.0,-350.0,19,False,False,False,2019-12
1,1096715,L,RNT,2439 Pierre Crossing  St ,72704,Fayetteville,Single Family,2100,,2100.0,2018-11-13,4,2562,2100.0,Michael Subbert ,Prestige Management Realty ,843,False,2562.0,2018,11,1,4,"2439 Pierre Crossing  St , Fayetteville, AR 72704",0.819672131147541,1.0,0.0,13,False,False,False,2018-11
1,1075931,L,RNT,2654  E Bayside Xing ,72703,Fayetteville,Single Family,2100,,2000.0,2018-03-20,4,2080,2100.0,John Mullins ,Lindsey & Associates ,955,False,2080.0,2018,3,1,2,"2654  E Bayside Xing , Fayetteville, AR 72703",1.0096153846153846,1.05,0.0,20,False,False,False,2018-03
1,1068394,L,RNT,1601 Coopers  Cove ,72701,Fayetteville,Single Family,2250,,,2017-12-27,4,2695,2100.0,Christopher Erstine ,"Weichert, REALTORS Griffin Company- Springdale ",400,False,2695.0,2017,12,2,1,"1601 Coopers  Cove , Fayetteville, AR 72701",0.8348794063079777,,-150.0,27,False,False,False,2017-12
1,1224496,L,RNT,1828 Hunters Ridge ,72701,Fayetteville,Single Family,2095,,2000.0,2022-07-17,3,2018,2095.0,Misty Barnes ,Coldwell Banker Harris McHaney & Faucette -Fayette ,567,False,2018.0,2022,7,6,3,"1828 Hunters Ridge , Fayetteville, AR 72701",1.0381565906838455,1.0475,0.0,17,False,False,False,2022-07
1,1197604,L,RNT,607  N Keats  Dr ,72704,Fayetteville,Single Family,2095,,2095.0,2021-09-13,4,1974,2095.0,Zachary Wells ,"NWA Realty Group, LLC ",2124,False,1974.0,2021,9,0,4,"607  N Keats  Dr , Fayetteville, AR 72704",1.0612968591691996,1.0,0.0,13,False,False,False,2021-09
1,1175510,L,RNT,4632 Leiston  Pl ,72764,Fayetteville,Single Family,2095,,2000.0,2021-05-01,4,2100,2095.0,Dale Kelsey ,Lindsey & Associates Inc ,1848,True,2100.0,2021,5,5,2,"4632 Leiston  Pl , Fayetteville, AR 72764",0.9976190476190476,1.0475,0.0,1,False,False,False,2021-05
1,1218483,L,RNT,4287  W Divide  Dr ,72704,Fayetteville,Single Family,2050,,2050.0,2022-05-24,3,1615,2050.0,Lenore Cottrell ,The Brandon Group ,1636,False,1615.0,2022,5,1,2,"4287  W Divide  Dr , Fayetteville, AR 72704",1.2693498452012384,1.0,0.0,24,False,False,False,2022-05
1,1220574,L,RNT,939 Oaks Manor  Dr ,72703,Fayetteville,Single Family,1995,,1995.0,2022-07-01,3,2299,2020.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,2358,False,2299.0,2022,7,4,3,"939 Oaks Manor  Dr , Fayetteville, AR 72703",0.8677685950413223,1.0,25.0,1,False,False,False,2022-07
1,1231534,L,RNT,634  N Timeless  Dr ,72704,Fayetteville,Single Family,2100,,2000.0,2022-11-26,3,1995,2000.0,Kyle Pattillo ,"Mossy Rock Realty, LLC ",2154,False,1995.0,2022,11,5,4,"634  N Timeless  Dr , Fayetteville, AR 72704",1.0526315789473684,1.05,-100.0,26,False,False,False,2022-11
1,1231032,L,RNT,4180  W Morning Mist  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2022-10-19,3,2135,2000.0,John Rhine ,RE/MAX Real Estate Results ,1593,False,2135.0,2022,10,2,4,"4180  W Morning Mist  Dr , Fayetteville, AR 72704",0.936768149882904,1.0,0.0,19,False,False,False,2022-10
1,1227180,L,RNT,2636  E Frontier Elm  Dr ,72703,Fayetteville,Single Family,2000,,2000.0,2022-09-01,3,1650,2000.0,Michael Subbert ,Prestige Management & Realty ,938,False,1650.0,2022,9,3,4,"2636  E Frontier Elm  Dr , Fayetteville, AR 72703",1.2121212121212122,1.0,0.0,1,False,False,False,2022-09
1,1224338,L,RNT,4532  W Newton  Ave ,72704,Fayetteville,Single Family,2000,,2000.0,2022-07-15,3,1659,2000.0,Karli Jones ,Collier & Associates ,1816,False,1659.0,2022,7,4,3,"4532  W Newton  Ave , Fayetteville, AR 72704",1.2055455093429777,1.0,0.0,15,False,False,False,2022-07
1,1223748,L,RNT,4156  W Bradstreet  Ln ,72704,Fayetteville,Single Family,2000,,1975.0,2022-08-01,3,2116,2000.0,Jacob Harr ,Harris McHaney REALTORS ,1585,True,2116.0,2022,8,0,3,"4156  W Bradstreet  Ln , Fayetteville, AR 72704",0.945179584120983,1.0126582278481013,0.0,1,False,False,False,2022-08
1,1223492,L,RNT,2623  E Frontier Elm  Dr ,72703,Fayetteville,Single Family,2000,,2000.0,2022-08-01,3,1750,2000.0,Blake Smith ,Lindsey & Associates Inc ,925,False,1750.0,2022,8,0,3,"2623  E Frontier Elm  Dr , Fayetteville, AR 72703",1.1428571428571428,1.0,0.0,1,False,False,False,2022-08
1,1217714,L,RNT,6038  W Mecklin  St ,72704,Fayetteville,Single Family,2000,,2000.0,2022-07-01,3,1659,2000.0,Jessica Diaz ,Arkansas Real Estate Group Fayetteville ,2119,False,1659.0,2022,7,4,3,"6038  W Mecklin  St , Fayetteville, AR 72704",1.2055455093429777,1.0,0.0,1,False,False,False,2022-07
1,1216980,L,RNT,634  N Timeless  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2022-05-11,3,1995,2000.0,Kyle Pattillo ,"Mossy Rock Realty, LLC ",2154,True,1995.0,2022,5,2,2,"634  N Timeless  Dr , Fayetteville, AR 72704",1.0025062656641603,1.0,0.0,11,False,False,False,2022-05
1,1215175,L,RNT,1521  N Dawes  St ,72704,Fayetteville,Single Family,1950,,1950.0,2022-06-01,3,1529,2000.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,362,False,1529.0,2022,6,2,3,"1521  N Dawes  St , Fayetteville, AR 72704",1.2753433616742968,1.0,50.0,1,False,False,False,2022-06
1,1214448,L,RNT,588  N Fox Meadows  Ln ,72704,Fayetteville,Single Family,1950,,1950.0,2022-06-01,4,2171,2000.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,2088,False,2171.0,2022,6,2,3,"588  N Fox Meadows  Ln , Fayetteville, AR 72704",0.8982035928143712,1.0,50.0,1,False,False,False,2022-06
1,1212884,L,RNT,635  N Salem  Rd ,72704,Fayetteville,Single Family,2000,,1800.0,2022-03-11,4,1763,2000.0,Shonnie Gilbreath ,McNaughton Real Estate ,2157,False,1763.0,2022,3,4,2,"635  N Salem  Rd , Fayetteville, AR 72704",1.1344299489506522,1.1111111111111112,0.0,11,False,False,False,2022-03
1,1211233,L,RNT,3082 Verona  Ln ,72704,Fayetteville,Single Family,1675,,1675.0,2022-03-11,3,1361,2000.0,Great Team Win Group ,eXp Realty NWA Branch ,1197,False,1361.0,2022,3,4,2,"3082 Verona  Ln , Fayetteville, AR 72704",1.230712711241734,1.0,325.0,11,False,False,False,2022-03
1,1209155,L,RNT,2409  E Zion  Rd ,72703,Fayetteville,Single Family,2000,,2000.0,2022-05-01,5,3648,2000.0,Dale Kelsey ,Lindsey & Associates Inc ,832,False,3648.0,2022,5,6,2,"2409  E Zion  Rd , Fayetteville, AR 72703",0.5482456140350878,1.0,0.0,1,False,False,False,2022-05
1,1202073,L,RNT,2850  N Sheryl  Ave ,72703,Fayetteville,Single Family,2250,,2250.0,2021-10-29,4,2233,2000.0,Melanie McKane ,Crye Leike Commercial REALTORS Rogers ,1049,False,2233.0,2021,10,4,4,"2850  N Sheryl  Ave , Fayetteville, AR 72703",1.0076130765785938,1.0,-250.0,29,False,False,False,2021-10
1,1201562,L,RNT,2359  N Montana  Ave ,72704,Fayetteville,Single Family,2000,,,2021-10-25,3,1870,2000.0,Arlene Urquizu and Associates ,Collier & Associates ,796,False,1870.0,2021,10,0,4,"2359  N Montana  Ave , Fayetteville, AR 72704",1.0695187165775402,,0.0,25,False,False,False,2021-10
1,1197561,L,RNT,4658 Stonewall Crossing ,72764,Fayetteville,Single Family,2000,,2000.0,2021-09-14,4,2043,2000.0,Blake Smith ,Lindsey & Associates Inc ,1854,True,2043.0,2021,9,1,4,"4658 Stonewall Crossing , Fayetteville, AR 72764",0.9789525208027411,1.0,0.0,14,False,False,False,2021-09
1,1193783,L,RNT,2549  E Lancer  St ,72703,Fayetteville,Single Family,2000,,2000.0,2021-08-09,3,2015,2000.0,Zachary Wells ,"NWA Realty Group, LLC ",894,False,2015.0,2021,8,0,3,"2549  E Lancer  St , Fayetteville, AR 72703",0.9925558312655087,1.0,0.0,9,False,False,False,2021-08
1,1192365,L,RNT,2660  N Westminster  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2021-07-29,4,1856,2000.0,Joan Brown ,The Griffin Company Commercial Division - Bentonvi ,966,False,1856.0,2021,7,3,3,"2660  N Westminster  Dr , Fayetteville, AR 72704",1.0775862068965518,1.0,0.0,29,False,False,False,2021-07
1,1190794,L,RNT,711  E Calvin  St ,72703,Fayetteville,Single Family,2050,,2050.0,2021-09-01,4,1544,2000.0,Karli Jones ,Collier & Associates ,2216,False,1544.0,2021,9,2,4,"711  E Calvin  St , Fayetteville, AR 72703",1.327720207253886,1.0,-50.0,1,False,False,False,2021-09
1,1189115,L,RNT,818  S Wood  Ave ,72701,Fayetteville,Single Family,2000,,2000.0,2021-06-25,3,1650,2000.0,Karli Jones ,Collier & Associates ,2298,False,1650.0,2021,6,4,3,"818  S Wood  Ave , Fayetteville, AR 72701",1.2121212121212122,1.0,0.0,25,False,False,False,2021-06
1,1185996,L,RNT,4726  W Hoover  Loop ,72704,Fayetteville,Single Family,2000,,2400.0,2021-08-01,5,2355,2000.0,Metro Property Management ,Limbird Real Estate Group ,1869,True,2355.0,2021,8,6,3,"4726  W Hoover  Loop , Fayetteville, AR 72704",0.8492569002123143,0.8333333333333334,0.0,1,False,False,False,2021-08
1,1184835,L,RNT,2051 Freedom  Pl ,72704,Fayetteville,Single Family,2000,,2000.0,2021-05-19,4,3535,2000.0,Mark Flake ,The Griffin Company Commercial Division - Bentonvi ,670,False,3535.0,2021,5,2,2,"2051 Freedom  Pl , Fayetteville, AR 72704",0.5657708628005658,1.0,0.0,19,False,False,False,2021-05
1,1181582,L,RNT,2409  E Zion  Rd ,72703,Fayetteville,Single Family,2000,,2000.0,2021-04-22,5,3648,2000.0,Dale Kelsey ,Lindsey & Associates Inc ,832,True,3648.0,2021,4,3,2,"2409  E Zion  Rd , Fayetteville, AR 72703",0.5482456140350878,1.0,0.0,22,False,False,False,2021-04
1,1172226,L,RNT,954 Highland  Ave ,72701,Fayetteville,Single Family,1995,,1995.0,2021-05-01,5,2390,2000.0,Dale Kelsey ,Lindsey & Associates Inc ,2365,False,2390.0,2021,5,5,2,"954 Highland  Ave , Fayetteville, AR 72701",0.8347280334728033,1.0,5.0,1,False,False,False,2021-05
1,1160642,L,RNT,431  N Drywood Creek  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2020-09-20,3,2218,2000.0,Kendall Riggins ,Lindsey & Associates Inc ,1646,False,2218.0,2020,9,6,4,"431  N Drywood Creek  Dr , Fayetteville, AR 72704",0.9017132551848512,1.0,0.0,20,False,False,False,2020-09
1,1146515,L,RNT,2051 Freedom  Pl ,72704,Fayetteville,Single Family,2300,,2300.0,2020-05-08,4,3535,2000.0,Mark Flake ,The Griffin Company Commercial Division - Bentonvi ,670,True,3535.0,2020,5,4,2,"2051 Freedom  Pl , Fayetteville, AR 72704",0.6506364922206507,1.0,-300.0,8,False,False,False,2020-05
1,1142943,L,RNT,6506 Pagosa  Pl ,72704,Fayetteville,Single Family,2000,,1800.0,2020-04-01,4,2717,2000.0,Shawn DeLozier ,NWA Rental Properties and Real Estate LLC ,2169,False,2717.0,2020,4,2,2,"6506 Pagosa  Pl , Fayetteville, AR 72704",0.736105999263894,1.1111111111111112,0.0,1,False,False,False,2020-04
1,1142922,L,RNT,4504  W Putting Green  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2020-03-19,4,2430,2000.0,Margaret Schloss ,Collier & Associates ,1796,True,2430.0,2020,3,3,2,"4504  W Putting Green  Dr , Fayetteville, AR 72704",0.823045267489712,1.0,0.0,19,False,False,False,2020-03
1,1140580,L,RNT,603  W North  St ,72701,Fayetteville,Single Family,2200,,2200.0,2020-06-07,4,1862,2000.0,Grant Fazekas ,"Carlton Realty, Inc ",2115,False,1862.0,2020,6,6,3,"603  W North  St , Fayetteville, AR 72701",1.1815252416756177,1.0,-200.0,7,False,False,False,2020-06
1,1140501,L,RNT,230  S College  Ave ,72701,Fayetteville,Single Family,2000,,1000.0,2020-08-01,3,1200,2000.0,Amanda Wallace-Allen ,Smith and Associates Real Estate Services ,759,False,1200.0,2020,8,5,3,"230  S College  Ave , Fayetteville, AR 72701",1.6666666666666667,2.0,0.0,1,False,False,False,2020-08
1,1137305,L,RNT,3625  W Mountain View  Dr ,72704,Fayetteville,Single Family,2200,,2200.0,2020-01-15,4,2061,2000.0,Red Door Property Management ,Bridges Realty ,1441,False,2061.0,2020,1,2,1,"3625  W Mountain View  Dr , Fayetteville, AR 72704",1.0674429888403687,1.0,-200.0,15,False,False,False,2020-01
1,1133785,L,RNT,2988 Quail Creek  Dr ,72703,Fayetteville,Single Family,2150,,2000.0,2020-01-01,3,2153,2000.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,1121,True,2153.0,2020,1,2,1,"2988 Quail Creek  Dr , Fayetteville, AR 72703",0.9986065954482118,1.075,-150.0,1,False,False,False,2020-01
1,1131482,L,RNT,4504  W Putting Green  Dr ,72704,Fayetteville,Single Family,2000,,,2019-11-06,4,2430,2000.0,Margaret Schloss ,Collier & Associates ,1796,True,2430.0,2019,11,2,4,"4504  W Putting Green  Dr , Fayetteville, AR 72704",0.823045267489712,,0.0,6,False,False,False,2019-11
1,1129415,L,RNT,1325 Wimbledon  Pl ,72703,Fayetteville,Single Family,2000,,1980.0,2019-11-30,4,2750,2000.0,TJ Mohler ,Collier & Associates ,239,False,2750.0,2019,11,5,4,"1325 Wimbledon  Pl , Fayetteville, AR 72703",0.7272727272727273,1.0101010101010102,0.0,30,False,False,False,2019-11
1,1122258,L,RNT,2448  E Ferguson  Ave ,72703,Fayetteville,Single Family,2000,,2700.0,2019-08-22,3,1466,2000.0,Kelly Crenshaw ,Crye-Leike Realtors Fayetteville ,852,False,1466.0,2019,8,3,3,"2448  E Ferguson  Ave , Fayetteville, AR 72703",1.364256480218281,0.7407407407407407,0.0,22,False,False,False,2019-08
1,1117330,L,RNT,431  N Drywood Creek  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2019-06-07,3,2218,2000.0,Blake Smith ,Lindsey & Associates ,1646,True,2218.0,2019,6,4,3,"431  N Drywood Creek  Dr , Fayetteville, AR 72704",0.9017132551848512,1.0,0.0,7,False,False,False,2019-06
1,1110774,L,RNT,1320 College  Ave ,72701,Fayetteville,Single Family,2400,,2800.0,2019-08-01,4,2200,2000.0,Clayton Bradford ,Blue Dog Realty and Property Management ,233,False,2200.0,2019,8,3,3,"1320 College  Ave , Fayetteville, AR 72701",1.0909090909090908,0.8571428571428571,-400.0,1,False,False,False,2019-08
1,1110454,L,RNT,2247 Berkleigh  Dr ,72704,Fayetteville,Single Family,2000,,2000.0,2019-05-13,3,2619,2000.0,Blake Smith ,Lindsey & Associates ,750,True,2619.0,2019,5,0,2,"2247 Berkleigh  Dr , Fayetteville, AR 72704",0.7636502481863306,1.0,0.0,13,False,False,False,2019-05
1,1108974,L,RNT,26 29th  Cir ,72701,Fayetteville,Single Family,2000,,2000.0,2019-04-03,4,2130,2000.0,Elsie Sexton ,Sexton Associates Inc ,913,False,2130.0,2019,4,2,2,"26 29th  Cir , Fayetteville, AR 72701",0.9389671361502347,1.0,0.0,3,False,False,False,2019-04
1,1107382,L,RNT,609  N Tournament  Dr ,72704,Fayetteville,Single Family,2000,,,2019-03-13,4,2627,2000.0,Diana Diaz ,RE/MAX Associates ,2127,False,2627.0,2019,3,2,2,"609  N Tournament  Dr , Fayetteville, AR 72704",0.7613247049866768,,0.0,13,False,False,False,2019-03
1,1100774,L,RNT,230  S College  Ave ,72701,Fayetteville,Single Family,2000,,1000.0,2019-01-11,3,1900,2000.0,Amanda Wallace ,Smith & Associates Real Estate Services ,760,False,1900.0,2019,1,4,1,"230  S College  Ave , Fayetteville, AR 72701",1.0526315789473684,2.0,0.0,11,False,False,False,2019-01
1,1089391,L,RNT,175  W Martin Luther King  Blvd ,72704,Fayetteville,Single Family,2000,,2000.0,2018-08-31,3,1859,2000.0,Aaron Peters ,Portfolio Luxury Real Estate Redefined ,519,False,1859.0,2018,8,4,3,"175  W Martin Luther King  Blvd , Fayetteville, AR 72704",1.0758472296933836,1.0,0.0,31,False,False,False,2018-08
